_CASE_KEY;ACTIVITY_EN;EVENTTIME;_SORTING;USER_NAME;User Type
100018;Record Goods Receipt;2016-10-18T11:57:17;30;Rachel Onorato;A
100018;Record Invoice Receipt;2016-10-26T11:57:17;0;BATCH_JOB;B
100018;Clear Invoice;2016-11-11T11:57:17;0;Dominica Kirkley;A
1000180;Create Purchase Requisition Item;2016-04-18T14:45:06;0;BATCH_JOB;B
1000180;Create Purchase Order Item;2016-04-20T14:45:06;10;Francine Bevingt;A
1000180;Send Purchase Order;2016-04-23T14:45:06;0;BATCH_JOB;B
1000180;Record Goods Receipt;2016-04-30T14:45:06;30;Cher Ehrmann;A
1000180;Record Invoice Receipt;2016-05-05T14:45:06;0;BATCH_JOB;B
1000180;Clear Invoice;2016-05-20T14:45:06;0;Marcela Ye;A
1000181;Create Purchase Requisition Item;2016-03-31T10:44:35;0;BATCH_JOB;B
1000181;Create Purchase Order Item;2016-04-02T10:44:35;10;Cerola Harry;A
1000181;Send Purchase Order;2016-04-05T10:44:35;0;BATCH_JOB;B
1000181;Record Goods Receipt;2016-04-11T10:44:35;30;Dominica Kirkley;A
1000181;Record Invoice Receipt;2016-04-16T10:44:35;0;Anna Hulings;A
1000181;Clear Invoice;2016-05-03T10:44:35;0;Leontine Sifford;A
1000182;Create Purchase Requisition Item;2016-03-31T10:52:56;0;Lavonna Haymon;A
1000182;Create Purchase Order Item;2016-04-02T10:52:56;10;Emilio Sones;A
1000182;Send Purchase Order;2016-04-03T10:52:56;0;BATCH_JOB;B
1000182;Record Goods Receipt;2016-04-13T10:52:56;30;Gloria Ashburn;A
1000182;Record Invoice Receipt;2016-04-18T10:52:56;0;Summer Fusaro;A
1000182;Clear Invoice;2016-05-04T10:52:56;0;Roy Ortego;A
1000183;Create Purchase Requisition Item;2016-03-31T10:52:56;0;Cherryl Vandine;A
1000183;Create Purchase Order Item;2016-04-02T10:52:56;10;Dalila Proehl;A
1000183;Send Purchase Order;2016-04-03T10:52:56;0;BATCH_JOB;B
1000183;Record Goods Receipt;2016-04-14T10:52:56;30;Lessie Scheck;A
1000183;Record Invoice Receipt;2016-04-19T10:52:56;0;BATCH_JOB;B
1000183;Clear Invoice;2016-05-01T10:52:56;0;Felice Cover;A
1000184;Create Purchase Requisition Item;2016-03-31T10:52:56;0;BATCH_JOB;B
1000184;Create Purchase Order Item;2016-04-02T10:52:56;10;Tasia Snelgrove;A
1000184;Send Purchase Order;2016-04-03T10:52:56;0;BATCH_JOB;B
1000184;Record Goods Receipt;2016-04-13T10:52:56;30;Gloria Ashburn;A
1000184;Record Invoice Receipt;2016-04-20T10:52:56;0;BATCH_JOB;B
1000184;Clear Invoice;2016-05-01T10:52:56;0;Dominica Kirkley;A
1000185;Create Purchase Requisition Item;2016-03-31T10:52:56;0;BATCH_JOB;B
1000185;Create Purchase Order Item;2016-04-02T10:52:56;10;Lang Winkler;A
1000185;Send Purchase Order;2016-04-03T10:52:56;0;BATCH_JOB;B
1000185;Record Goods Receipt;2016-04-10T10:52:56;30;Roy Ortego;A
1000185;Record Invoice Receipt;2016-04-17T10:52:56;0;Lang Winkler;A
1000185;Clear Invoice;2016-04-30T10:52:56;0;Summer Fusaro;A
1000186;Create Purchase Requisition Item;2016-03-31T10:52:56;0;Dominica Kirkley;A
1000186;Create Purchase Order Item;2016-04-02T10:52:56;10;Luisa Solar;A
1000186;Send Purchase Order;2016-04-03T10:52:56;0;BATCH_JOB;B
1000186;Record Goods Receipt;2016-04-13T10:52:56;30;Cherryl Vandine;A
1000186;Record Invoice Receipt;2016-04-19T10:52:56;0;BATCH_JOB;B
1000186;Clear Invoice;2016-04-29T10:52:56;0;Alejandro Atwood;A
1000187;Create Purchase Requisition Item;2016-04-01T10:52:56;0;Rona Hennis;A
1000187;Create Purchase Order Item;2016-04-02T10:52:56;10;Lessie Scheck;A
1000187;Send Purchase Order;2016-04-04T10:52:56;0;BATCH_JOB;B
1000187;Record Goods Receipt;2016-04-11T10:52:56;30;Lawerence Pintor;A
1000187;Record Invoice Receipt;2016-04-20T10:52:56;0;Leontine Sifford;A
1000187;Clear Invoice;2016-04-30T10:52:56;0;Rachel Onorato;A
1000188;Create Purchase Requisition Item;2016-03-31T10:52:56;0;BATCH_JOB;B
1000188;Create Purchase Order Item;2016-04-02T10:52:56;10;Dalila Proehl;A
1000188;Send Purchase Order;2016-04-05T10:52:56;0;BATCH_JOB;B
1000188;Record Goods Receipt;2016-04-12T10:52:56;30;Kristen Eckhoff;A
1000188;Record Invoice Receipt;2016-04-17T10:52:56;0;Karri Ptacek;A
1000188;Clear Invoice;2016-04-29T10:52:56;0;Cerola Harry;A
1000189;Create Purchase Requisition Item;2016-03-31T10:52:56;0;Dominica Kirkley;A
1000189;Create Purchase Order Item;2016-04-02T10:52:56;10;Ward Weckerly;A
1000189;Send Purchase Order;2016-04-05T10:52:56;0;BATCH_JOB;B
1000189;Record Goods Receipt;2016-04-10T10:52:56;30;Leontine Sifford;A
1000189;Record Invoice Receipt;2016-04-19T10:52:56;0;BATCH_JOB;B
1000189;Clear Invoice;2016-04-30T10:52:56;0;Dalila Proehl;A
100019;Create Purchase Requisition Item;2016-10-04T11:57:17;0;Melissia Kreidler;A
100019;Create Purchase Order Item;2016-10-06T11:57:17;10;Emmie Schuldt;A
100019;Send Purchase Order;2016-10-07T11:57:17;0;BATCH_JOB;B
100019;Delete Purchase Order Item;2016-10-15T11:57:17;30;Emilio Sones;A
1000190;Create Purchase Requisition Item;2016-04-01T10:52:56;0;Felice Cover;A
1000190;Create Purchase Order Item;2016-04-02T10:52:56;10;Karri Ptacek;A
1000190;Send Purchase Order;2016-04-04T10:52:56;0;BATCH_JOB;B
1000190;Record Goods Receipt;2016-04-12T10:52:56;30;Toby Narvaez;A
1000190;Record Invoice Receipt;2016-04-19T10:52:56;0;Kenia Romine;A
1000190;Clear Invoice;2016-04-27T10:52:56;0;Alfonso Wernick;A
1000191;Record Invoice Receipt;2016-10-13T10:00:01;0;Marita Creagh;A
1000191;Create Purchase Order Item;2016-10-15T10:00:01;10;Lucina Boyers;A
1000191;Send Purchase Order;2016-10-17T10:00:01;0;BATCH_JOB;B
1000191;Record Goods Receipt;2016-10-23T10:00:01;30;Rachel Onorato;A
1000191;Clear Invoice;2016-11-13T10:00:01;0;Marcela Ye;A
1000192;Record Invoice Receipt;2016-10-13T10:00:01;0;BATCH_JOB;B
1000192;Create Purchase Order Item;2016-10-15T10:00:01;10;Emilio Sones;A
1000192;Send Purchase Order;2016-10-18T10:00:01;0;BATCH_JOB;B
1000192;Record Goods Receipt;2016-10-25T10:00:01;30;Irene Llanas;A
1000192;Clear Invoice;2016-11-05T10:00:01;0;Gloria Ashburn;A
1000193;Record Invoice Receipt;2016-09-13T10:00:01;0;Lucina Boyers;A
1000193;Create Purchase Order Item;2016-09-15T10:00:01;10;Alfonso Wernick;A
1000193;Send Purchase Order;2016-09-17T10:00:01;0;BATCH_JOB;B
1000193;Record Goods Receipt;2016-09-24T10:00:01;30;Leontine Sifford;A
1000193;Clear Invoice;2016-10-07T10:00:01;0;Marita Creagh;A
1000194;Create Purchase Requisition Item;2016-03-31T10:56:51;0;Alfonso Wernick;A
1000194;Create Purchase Order Item;2016-04-02T10:56:51;10;Dominica Kirkley;A
1000194;Send Purchase Order;2016-04-03T10:56:51;0;BATCH_JOB;B
1000194;Change Price;2016-04-12T10:56:51;25;Emmie Schuldt;A
1000194;Record Goods Receipt;2016-04-19T10:56:51;30;Yanira Gorrfried;A
1000194;Record Invoice Receipt;2016-04-25T10:56:51;0;Lessie Scheck;A
1000194;Clear Invoice;2016-05-11T10:56:51;0;Cherryl Vandine;A
1000195;Create Purchase Requisition Item;2016-04-01T11:03:23;0;Luisa Solar;A
1000195;Create Purchase Order Item;2016-04-02T11:03:23;10;Suellen Noecker;A
1000195;Send Purchase Order;2016-04-03T11:03:23;0;BATCH_JOB;B
1000195;Change Price;2016-04-11T11:03:23;25;Luisa Solar;A
1000195;Record Goods Receipt;2016-04-22T11:03:23;30;Emilio Sones;A
1000195;Record Invoice Receipt;2016-04-27T11:03:23;0;Kenia Romine;A
1000195;Clear Invoice;2016-05-05T11:03:23;0;Jena Jeans;A
1000196;Create Purchase Requisition Item;2016-04-01T11:03:23;0;BATCH_JOB;B
1000196;Create Purchase Order Item;2016-04-02T11:03:23;10;Francine Bevingt;A
1000196;Send Purchase Order;2016-04-03T11:03:23;0;BATCH_JOB;B
1000196;Change Price;2016-04-11T11:03:23;25;Kenia Romine;A
1000196;Record Goods Receipt;2016-04-20T11:03:23;30;Yanira Gorrfried;A
1000196;Record Invoice Receipt;2016-04-25T11:03:23;0;Leontine Sifford;A
1000196;Clear Invoice;2016-05-14T11:03:23;0;Lucina Boyers;A
1000197;Create Purchase Requisition Item;2016-04-01T11:05:28;0;BATCH_JOB;B
1000197;Create Purchase Order Item;2016-04-02T11:05:28;10;Yanira Gorrfried;A
1000197;Send Purchase Order;2016-04-05T11:05:28;0;BATCH_JOB;B
1000197;Change Price;2016-04-13T11:05:28;25;Kristen Eckhoff;A
1000197;Record Goods Receipt;2016-04-22T11:05:28;30;Lang Winkler;A
1000197;Record Invoice Receipt;2016-04-26T11:05:28;0;Yanira Gorrfried;A
1000197;Clear Invoice;2016-05-13T11:05:28;0;Margene Hamil;A
1000198;Create Purchase Order Item;2016-04-02T11:13:00;10;Summer Fusaro;A
1000198;Send Purchase Order;2016-04-05T11:13:00;0;BATCH_JOB;B
1000198;Record Goods Receipt;2016-04-12T11:13:00;30;Lillian Wheaton;A
1000198;Record Invoice Receipt;2016-04-19T11:13:00;0;Irene Llanas;A
1000198;Clear Invoice;2016-05-02T11:13:00;0;Cher Ehrmann;A
1000199;Create Purchase Order Item;2016-04-02T11:13:00;10;Karri Ptacek;A
1000199;Send Purchase Order;2016-04-04T11:13:00;0;BATCH_JOB;B
1000199;Record Goods Receipt;2016-04-11T11:13:00;30;Tasia Snelgrove;A
1000199;Record Invoice Receipt;2016-04-18T11:13:00;0;Jena Jeans;A
1000199;Clear Invoice;2016-05-04T11:13:00;0;Gloria Ashburn;A
100020;Create Purchase Requisition Item;2016-10-04T11:57:17;0;Cherryl Vandine;A
100020;Create Purchase Order Item;2016-10-06T11:57:17;10;Rona Hennis;A
100020;Send Purchase Order;2016-10-09T11:57:17;0;BATCH_JOB;B
100020;Block Purchase Order Item;2016-10-17T11:57:17;30;BATCH_JOB;B
1000200;Create Purchase Order Item;2016-04-02T11:17:32;10;Kenia Romine;A
1000200;Send Purchase Order;2016-04-04T11:17:32;0;BATCH_JOB;B
1000200;Record Goods Receipt;2016-04-12T11:17:32;30;Emmie Schuldt;A
1000200;Record Invoice Receipt;2016-04-17T11:17:32;0;Rona Hennis;A
1000200;Clear Invoice;2016-05-06T11:17:32;0;Cher Ehrmann;A
1000201;Create Purchase Order Item;2016-04-02T11:17:32;10;Cher Ehrmann;A
1000201;Send Purchase Order;2016-04-05T11:17:32;0;BATCH_JOB;B
1000201;Record Goods Receipt;2016-04-10T11:17:32;30;BATCH_JOB;B
1000201;Record Invoice Receipt;2016-04-19T11:17:32;0;BATCH_JOB;B
1000201;Clear Invoice;2016-04-29T11:17:32;0;Dalila Proehl;A
1000202;Create Purchase Order Item;2016-04-02T11:18:56;10;BATCH_JOB;B
1000202;Send Purchase Order;2016-04-04T11:18:56;0;BATCH_JOB;B
1000202;Record Goods Receipt;2016-04-10T11:18:56;30;Jena Jeans;A
1000202;Record Invoice Receipt;2016-04-17T11:18:56;0;BATCH_JOB;B
1000202;Clear Invoice;2016-04-29T11:18:56;0;BATCH_JOB;B
1000203;Create Purchase Order Item;2016-04-02T11:26:22;10;Dominica Kirkley;A
1000203;Send Purchase Order;2016-04-04T11:26:22;0;BATCH_JOB;B
1000203;Record Goods Receipt;2016-04-14T11:26:22;30;Lessie Scheck;A
1000203;Record Invoice Receipt;2016-04-19T11:26:22;0;Francine Bevingt;A
1000203;Clear Invoice;2016-05-05T11:26:22;0;Summer Fusaro;A
1000204;Create Purchase Requisition Item;2016-03-30T11:35:56;0;Alfonso Wernick;A
1000204;Create Purchase Order Item;2016-04-02T11:35:56;10;Alejandro Atwood;A
1000204;Send Purchase Order;2016-04-05T11:35:56;0;BATCH_JOB;B
1000204;Receive Order Confirmation;2016-04-06T11:35:56;10;BATCH_JOB;B
1000204;Record Goods Receipt;2016-04-12T11:35:56;30;Lavonna Haymon;A
1000204;Record Invoice Receipt;2016-04-19T11:35:56;0;Cerola Harry;A
1000204;Clear Invoice;2016-04-25T11:35:56;0;Kenia Romine;A
1000204;Change Quantity;2016-05-22T12:16:04;25;Lillian Wheaton;A
1000205;Create Purchase Requisition Item;2016-03-31T11:38:55;0;Lucina Boyers;A
1000205;Create Purchase Order Item;2016-04-02T11:38:55;10;Toby Narvaez;A
1000205;Send Purchase Order;2016-04-05T11:38:55;0;BATCH_JOB;B
1000205;Receive Order Confirmation;2016-04-07T11:38:55;10;BATCH_JOB;B
1000205;Record Goods Receipt;2016-04-11T11:38:55;30;Tasia Snelgrove;A
1000205;Record Invoice Receipt;2016-04-18T11:38:55;0;Jena Jeans;A
1000205;Clear Invoice;2016-05-01T11:38:55;0;Lawerence Pintor;A
1000206;Create Purchase Requisition Item;2016-03-31T11:38:55;0;BATCH_JOB;B
1000206;Create Purchase Order Item;2016-04-02T11:38:55;10;Alvin Malin;A
1000206;Send Purchase Order;2016-04-05T11:38:55;0;BATCH_JOB;B
1000206;Dun Order Confirmation;2016-04-07T11:38:55;10;Karri Ptacek;A
1000206;Receive Order Confirmation;2016-04-11T11:38:55;10;BATCH_JOB;B
1000206;Record Goods Receipt;2016-04-19T11:38:55;30;Kenia Romine;A
1000206;Record Invoice Receipt;2016-04-25T11:38:55;0;BATCH_JOB;B
1000206;Clear Invoice;2016-05-01T11:38:55;0;Margene Hamil;A
1000207;Create Purchase Requisition Item;2016-04-01T11:41:46;0;BATCH_JOB;B
1000207;Create Purchase Order Item;2016-04-02T11:41:46;10;Roy Ortego;A
1000207;Send Purchase Order;2016-04-05T11:41:46;0;BATCH_JOB;B
1000207;Dun Order Confirmation;2016-04-06T11:41:46;10;Cher Ehrmann;A
1000207;Receive Order Confirmation;2016-04-11T11:41:46;10;BATCH_JOB;B
1000207;Record Goods Receipt;2016-04-18T11:41:46;30;Lawerence Pintor;A
1000207;Record Invoice Receipt;2016-04-23T11:41:46;0;BATCH_JOB;B
1000207;Clear Invoice;2016-05-01T11:41:46;0;Alfonso Wernick;A
1000208;Create Purchase Requisition Item;2016-04-01T11:45:00;0;Lawerence Pintor;A
1000208;Create Purchase Order Item;2016-04-02T11:45:00;10;Alvin Malin;A
1000208;Send Purchase Order;2016-04-04T11:45:00;0;BATCH_JOB;B
1000208;Record Goods Receipt;2016-04-15T11:45:00;30;Jena Jeans;A
1000208;Record Invoice Receipt;2016-04-21T11:45:00;0;BATCH_JOB;B
1000208;Set Payment Block;2016-04-24T11:45:00;0;Lang Winkler;A
1000208;Remove Payment Block;2016-04-29T11:45:00;0;Lora Rieder;A
1000208;Clear Invoice;2016-05-06T11:45:00;0;Jena Jeans;A
1000208;Change Quantity;2016-06-04T15:15:04;8;Lillian Wheaton;A
1000209;Create Purchase Requisition Item;2016-03-31T11:53:37;0;BATCH_JOB;B
1000209;Change Quantity;2016-04-02T11:53:24;8;Cher Ehrmann;A
1000209;Create Purchase Order Item;2016-04-02T11:53:37;10;Cerola Harry;A
1000209;Send Purchase Order;2016-04-04T11:53:37;0;BATCH_JOB;B
1000209;Send Purchase Order Update;2016-04-07T11:53:37;0;BATCH_JOB;B
1000209;Record Goods Receipt;2016-04-15T11:53:37;30;Rachel Onorato;A
1000209;Record Invoice Receipt;2016-04-23T11:53:37;0;BATCH_JOB;B
1000209;Clear Invoice;2016-05-06T11:53:37;0;Cherryl Vandine;A
100021;Create Purchase Requisition Item;2016-10-05T11:57:17;0;Jena Jeans;A
100021;Create Purchase Order Item;2016-10-06T11:57:17;10;Emilio Sones;A
100021;Send Purchase Order;2016-10-08T11:57:17;0;BATCH_JOB;B
100021;Block Purchase Order Item;2016-10-12T11:57:17;30;BATCH_JOB;B
100021;Release Purchase Order;2016-10-16T11:57:17;30;Marita Creagh;A
100021;Record Goods Receipt;2016-10-19T11:57:17;30;Leontine Sifford;A
100021;Record Invoice Receipt;2016-10-24T11:57:17;0;BATCH_JOB;B
100021;Clear Invoice;2016-11-06T11:57:17;0;Emmie Schuldt;A
1000210;Create Purchase Requisition Item;2016-04-01T11:54:05;0;BATCH_JOB;B
1000210;Change Quantity;2016-04-02T11:53:55;8;Alfonso Wernick;A
1000210;Create Purchase Order Item;2016-04-02T11:54:05;10;Karri Ptacek;A
1000210;Send Purchase Order;2016-04-04T11:54:05;0;BATCH_JOB;B
1000210;Change Currency;2016-04-08T11:54:05;25;Gloria Ashburn;A
1000210;Record Goods Receipt;2016-04-13T11:54:05;30;Melissia Kreidler;A
1000210;Record Invoice Receipt;2016-04-21T11:54:05;0;BATCH_JOB;B
1000210;Clear Invoice;2016-05-06T11:54:05;0;Emilio Sones;A
1000211;Create Purchase Requisition Item;2016-03-30T11:55:58;0;BATCH_JOB;B
1000211;Create Purchase Order Item;2016-04-02T11:55:58;10;Irene Llanas;A
1000211;Send Purchase Order;2016-04-03T11:55:58;0;BATCH_JOB;B
1000211;Delete Purchase Order Item;2016-04-12T11:55:58;30;Melissia Kreidler;A
1000212;Create Purchase Requisition Item;2016-03-31T11:56:54;0;BATCH_JOB;B
1000212;Create Purchase Order Item;2016-04-02T11:56:54;10;Summer Fusaro;A
1000212;Send Purchase Order;2016-04-03T11:56:54;0;BATCH_JOB;B
1000212;Block Purchase Order Item;2016-04-10T11:56:54;30;BATCH_JOB;B
1000213;Create Purchase Requisition Item;2016-03-13T10:00:01;0;BATCH_JOB;B
1000213;Create Purchase Order Item;2016-03-15T10:00:01;0;Leontine Sifford;A
1000213;Send Purchase Order;2016-03-16T10:00:01;0;BATCH_JOB;B
1000213;Change Price;2016-03-24T10:00:01;25;Lessie Scheck;A
1000213;Record Goods Receipt;2016-04-05T10:00:01;30;Emilio Sones;A
1000213;Record Invoice Receipt;2016-04-09T10:00:01;0;BATCH_JOB;B
1000213;Clear Invoice;2016-04-22T10:00:01;0;Felice Cover;A
1000214;Create Purchase Requisition Item;2016-03-31T11:47:17;0;Leontine Sifford;A
1000214;Create Purchase Order Item;2016-04-02T11:47:17;10;Lavonna Haymon;A
1000214;Refuse Purchase Order;2016-04-04T11:47:17;0;Anna Hulings;A
1000215;Create Purchase Requisition Item;2016-03-13T10:00:01;0;Alfonso Wernick;A
1000215;Create Purchase Order Item;2016-03-15T10:00:01;0;Suellen Noecker;A
1000215;Send Purchase Order;2016-03-17T10:00:01;0;BATCH_JOB;B
1000215;Change Price;2016-03-23T10:00:01;25;Lawerence Pintor;A
1000215;Record Goods Receipt;2016-04-02T10:00:01;30;Irene Llanas;A
1000215;Record Invoice Receipt;2016-04-08T10:00:01;0;Kenia Romine;A
1000215;Clear Invoice;2016-04-19T10:00:01;0;Marcela Ye;A
1000216;Create Purchase Requisition Item;2016-03-12T10:00:01;0;Cherryl Vandine;A
1000216;Create Purchase Order Item;2016-03-15T10:00:01;0;Dalila Proehl;A
1000216;Send Purchase Order;2016-03-17T10:00:01;0;BATCH_JOB;B
1000216;Change Price;2016-03-24T10:00:01;25;Tasia Snelgrove;A
1000216;Record Goods Receipt;2016-04-02T10:00:01;30;Lora Rieder;A
1000216;Record Invoice Receipt;2016-04-09T10:00:01;0;BATCH_JOB;B
1000216;Clear Invoice;2016-04-23T10:00:01;0;Margene Hamil;A
1000217;Create Purchase Requisition Item;2016-04-01T11:56:46;0;Leontine Sifford;A
1000217;Create Purchase Order Item;2016-04-02T11:56:46;10;Lang Winkler;A
1000217;Send Purchase Order;2016-04-04T11:56:46;0;BATCH_JOB;B
1000217;Record Goods Receipt;2016-04-10T11:56:46;30;Cherryl Vandine;A
1000217;Record Invoice Receipt;2016-04-18T11:56:46;0;Marcela Ye;A
1000217;Clear Invoice;2016-05-07T11:56:46;0;Leontine Sifford;A
1000218;Create Purchase Requisition Item;2016-03-14T10:00:01;0;BATCH_JOB;B
1000218;Create Purchase Order Item;2016-03-15T10:00:01;0;Marcela Ye;A
1000218;Send Purchase Order;2016-03-18T10:00:01;0;BATCH_JOB;B
1000218;Change Price;2016-03-25T10:00:01;25;Gloria Ashburn;A
1000218;Record Goods Receipt;2016-04-04T10:00:01;30;Lucina Boyers;A
1000218;Record Invoice Receipt;2016-04-10T10:00:01;0;Felice Cover;A
1000218;Clear Invoice;2016-04-21T10:00:01;0;Luisa Solar;A
1000219;Create Purchase Requisition Item;2016-03-13T10:00:01;0;Luisa Solar;A
1000219;Create Purchase Order Item;2016-03-15T10:00:01;0;Tasia Snelgrove;A
1000219;Send Purchase Order;2016-03-18T10:00:01;0;BATCH_JOB;B
1000219;Change Price;2016-03-24T10:00:01;25;Kristen Eckhoff;A
1000219;Record Goods Receipt;2016-04-02T10:00:01;30;Luisa Solar;A
1000219;Record Invoice Receipt;2016-04-07T10:00:01;0;Gloria Ashburn;A
1000219;Clear Invoice;2016-04-24T10:00:01;0;Irene Llanas;A
100022;Create Purchase Requisition Item;2016-10-03T11:57:17;0;Anna Hulings;A
100022;Create Purchase Order Item;2016-10-06T11:57:17;10;Leontine Sifford;A
100022;Refuse Purchase Order;2016-10-08T11:57:17;0;Suellen Noecker;A
1000220;Create Purchase Requisition Item;2016-03-31T12:15:06;0;Irene Llanas;A
1000220;Create Purchase Order Item;2016-04-02T12:15:06;10;Cher Ehrmann;A
1000220;Send Purchase Order;2016-04-04T12:15:06;0;BATCH_JOB;B
1000220;Record Goods Receipt;2016-04-13T12:15:06;30;Margene Hamil;A
1000220;Record Invoice Receipt;2016-04-19T12:15:06;0;BATCH_JOB;B
1000220;Clear Invoice;2016-05-07T12:15:06;0;Leontine Sifford;A
1000221;Create Purchase Requisition Item;2016-03-14T10:00:01;0;Cherryl Vandine;A
1000221;Create Purchase Order Item;2016-03-15T10:00:01;0;Melissia Kreidler;A
1000221;Send Purchase Order;2016-03-16T10:00:01;0;BATCH_JOB;B
1000221;Change Price;2016-03-26T10:00:01;25;Dominica Kirkley;A
1000221;Record Goods Receipt;2016-04-01T10:00:01;30;Tasia Snelgrove;A
1000221;Record Invoice Receipt;2016-04-09T10:00:01;0;Kristen Eckhoff;A
1000221;Clear Invoice;2016-04-23T10:00:01;0;Lavonna Haymon;A
1000222;Create Purchase Requisition Item;2016-03-14T10:00:01;0;Lavonna Haymon;A
1000222;Create Purchase Order Item;2016-03-15T10:00:01;0;Tasia Snelgrove;A
1000222;Send Purchase Order;2016-03-16T10:00:01;0;BATCH_JOB;B
1000222;Change Price;2016-03-23T10:00:01;25;Marcela Ye;A
1000222;Record Goods Receipt;2016-04-02T10:00:01;30;Lang Winkler;A
1000222;Record Invoice Receipt;2016-04-09T10:00:01;0;Lang Winkler;A
1000222;Clear Invoice;2016-04-18T10:00:01;0;Lillian Wheaton;A
1000223;Create Purchase Requisition Item;2016-03-31T12:17:19;0;Rachel Onorato;A
1000223;Create Purchase Order Item;2016-04-02T12:17:19;10;Melissia Kreidler;A
1000223;Send Purchase Order;2016-04-04T12:17:19;0;BATCH_JOB;B
1000223;Record Goods Receipt;2016-04-13T12:17:19;30;Irene Llanas;A
1000223;Record Invoice Receipt;2016-04-19T12:17:19;0;BATCH_JOB;B
1000223;Clear Invoice;2016-04-29T12:17:19;0;Marcela Ye;A
1000224;Create Purchase Requisition Item;2016-03-12T10:00:01;0;BATCH_JOB;B
1000224;Create Purchase Order Item;2016-03-15T10:00:01;0;Margene Hamil;A
1000224;Send Purchase Order;2016-03-16T10:00:01;0;BATCH_JOB;B
1000224;Change Price;2016-03-25T10:00:01;25;Yanira Gorrfried;A
1000224;Record Goods Receipt;2016-04-05T10:00:01;30;Kristen Eckhoff;A
1000224;Record Invoice Receipt;2016-04-08T10:00:01;0;BATCH_JOB;B
1000224;Clear Invoice;2016-04-17T10:00:01;0;Melissia Kreidler;A
1000225;Create Purchase Requisition Item;2016-03-12T10:00:01;0;BATCH_JOB;B
1000225;Create Purchase Order Item;2016-03-15T10:00:01;0;Lang Winkler;A
1000225;Send Purchase Order;2016-03-18T10:00:01;0;BATCH_JOB;B
1000225;Change Price;2016-03-23T10:00:01;25;Jena Jeans;A
1000225;Record Goods Receipt;2016-04-04T10:00:01;30;Emmie Schuldt;A
1000225;Record Invoice Receipt;2016-04-06T10:00:01;0;Dominica Kirkley;A
1000225;Clear Invoice;2016-04-24T10:00:01;0;Suellen Noecker;A
1000226;Create Purchase Requisition Item;2016-04-01T12:18:53;0;BATCH_JOB;B
1000226;Create Purchase Order Item;2016-04-02T12:18:53;10;Emilio Sones;A
1000226;Send Purchase Order;2016-04-04T12:18:53;0;BATCH_JOB;B
1000226;Record Goods Receipt;2016-04-10T12:18:53;30;Gloria Ashburn;A
1000226;Record Invoice Receipt;2016-04-17T12:18:53;0;BATCH_JOB;B
1000226;Clear Invoice;2016-05-07T12:18:53;0;Felice Cover;A
1000227;Create Purchase Requisition Item;2016-03-14T10:00:01;0;Suellen Noecker;A
1000227;Create Purchase Order Item;2016-03-15T10:00:01;0;Rona Hennis;A
1000227;Send Purchase Order;2016-03-17T10:00:01;0;BATCH_JOB;B
1000227;Change Price;2016-03-24T10:00:01;25;Lora Rieder;A
1000227;Record Goods Receipt;2016-04-02T10:00:01;30;Dominica Kirkley;A
1000227;Record Invoice Receipt;2016-04-07T10:00:01;0;Alejandro Atwood;A
1000227;Clear Invoice;2016-04-18T10:00:01;0;Felice Cover;A
1000228;Create Purchase Requisition Item;2016-03-14T10:00:01;0;BATCH_JOB;B
1000228;Create Purchase Order Item;2016-03-15T10:00:01;0;Summer Fusaro;A
1000228;Send Purchase Order;2016-03-18T10:00:01;0;BATCH_JOB;B
1000228;Change Price;2016-03-25T10:00:01;25;Cherryl Vandine;A
1000228;Record Goods Receipt;2016-04-03T10:00:01;30;Kristen Eckhoff;A
1000228;Record Invoice Receipt;2016-04-08T10:00:01;0;BATCH_JOB;B
1000228;Clear Invoice;2016-04-22T10:00:01;0;Emilio Sones;A
1000229;Create Purchase Requisition Item;2016-04-01T12:30:14;0;BATCH_JOB;B
1000229;Create Purchase Order Item;2016-04-02T12:30:14;10;Leontine Sifford;A
1000229;Send Purchase Order;2016-04-04T12:30:14;0;BATCH_JOB;B
1000229;Record Goods Receipt;2016-04-10T12:30:14;30;Tasia Snelgrove;A
1000229;Record Invoice Receipt;2016-04-18T12:30:14;0;BATCH_JOB;B
1000229;Clear Invoice;2016-04-27T12:30:14;0;Francine Bevingt;A
100023;Create Purchase Requisition Item;2016-10-04T11:57:17;0;Yanira Gorrfried;A
100023;Create Purchase Order Item;2016-10-06T11:57:17;10;Marita Creagh;A
100023;Send Purchase Order;2016-10-09T11:57:17;0;BATCH_JOB;B
100023;Record Goods Receipt;2016-10-14T11:57:17;30;Tasia Snelgrove;A
100023;Record Invoice Receipt;2016-10-20T11:57:17;0;BATCH_JOB;B
100023;Clear Invoice;2016-11-09T11:57:17;0;Francine Bevingt;A
1000230;Create Purchase Requisition Item;2016-03-14T10:00:01;0;Cerola Harry;A
1000230;Create Purchase Order Item;2016-03-15T10:00:01;0;Arletta Landen;A
1000230;Send Purchase Order;2016-03-16T10:00:01;0;BATCH_JOB;B
1000230;Change Price;2016-03-22T10:00:01;25;Toby Narvaez;A
1000230;Record Goods Receipt;2016-04-02T10:00:01;30;Cerola Harry;A
1000230;Record Invoice Receipt;2016-04-08T10:00:01;0;Lavonna Haymon;A
1000230;Clear Invoice;2016-04-19T10:00:01;0;Karri Ptacek;A
